% time	cellId	IMSI	RNTI	rsrp	sinr
0.282214	1	1	0	5.90454e-17	0.124479
0.282214	1	2	0	5.90454e-17	0.124479
0.283214	1	1	0	5.90454e-17	0.124479
0.283214	1	2	0	5.90454e-17	0.124479
0.284214	1	1	0	5.90454e-17	0.124479
0.284214	1	2	0	5.90454e-17	0.124479
0.285214	1	1	0	5.90454e-17	0.124479
0.285214	1	2	0	5.90454e-17	0.124479
0.286214	1	1	0	5.90454e-17	0.124479
0.286214	1	2	0	5.90454e-17	0.124479
0.287214	1	1	0	5.90454e-17	0.124479
0.287214	1	2	0	5.90454e-17	0.124479
0.288214	1	1	0	5.90454e-17	0.124479
0.288214	1	2	0	5.90454e-17	0.124479
0.289214	1	1	0	5.90454e-17	0.124479
0.289214	1	2	0	5.90454e-17	0.124479
0.290214	1	1	0	5.90454e-17	0.124479
0.290214	1	2	0	5.90454e-17	0.124479
0.291214	1	1	0	5.90454e-17	0.124479
0.291214	1	2	0	5.90454e-17	0.124479
0.292214	1	1	0	5.90454e-17	0.124479
0.292214	1	2	0	5.90454e-17	0.124479
0.293214	1	1	0	5.90454e-17	0.124479
0.293214	1	2	0	5.90454e-17	0.124479
0.294214	1	1	0	5.90454e-17	0.124479
0.294214	1	2	0	5.90454e-17	0.124479
0.295214	1	1	0	5.90454e-17	0.124479
0.295214	1	2	0	5.90454e-17	0.124479
0.296214	1	1	0	5.90454e-17	0.124479
0.296214	1	2	0	5.90454e-17	0.124479
0.297214	1	1	0	5.90454e-17	0.124479
0.297214	1	2	0	5.90454e-17	0.124479
0.298214	1	1	0	5.90454e-17	0.124479
0.298214	1	2	0	5.90454e-17	0.124479
0.299214	1	1	0	5.90454e-17	0.124479
0.299214	1	2	0	5.90454e-17	0.124479
0.300214	1	1	0	5.90454e-17	0.124479
0.300214	1	2	0	5.90454e-17	0.124479
0.301214	1	1	0	5.90454e-17	0.124479
0.301214	1	2	0	5.90454e-17	0.124479
0.302214	1	1	0	5.90454e-17	0.124479
0.302214	1	2	0	5.90454e-17	0.124479
0.303214	1	1	0	5.90454e-17	0.124479
0.303214	1	2	0	5.90454e-17	0.124479
0.304214	1	1	6	5.90454e-17	0.124479
0.304214	1	2	5	5.90454e-17	0.124479
0.305214	1	1	6	5.90454e-17	0.124479
0.305214	1	2	5	5.90454e-17	0.124479
0.306214	1	1	6	5.90454e-17	0.124479
0.306214	1	2	5	5.90454e-17	0.124479
0.307214	1	1	6	5.90454e-17	0.124479
0.307214	1	2	5	5.90454e-17	0.124479
0.308214	1	1	6	5.90454e-17	0.124479
0.308214	1	2	5	5.90454e-17	0.124479
0.309214	1	1	6	5.90454e-17	0.124479
0.309214	1	2	5	5.90454e-17	0.124479
0.310214	1	1	6	5.90454e-17	0.124479
0.310214	1	2	5	5.90454e-17	0.124479
0.311214	1	1	6	5.90454e-17	0.124479
0.311214	1	2	5	5.90454e-17	0.124479
0.312214	1	1	6	5.90454e-17	0.124479
0.312214	1	2	5	5.90454e-17	0.124479
0.313214	1	1	6	5.90454e-17	0.124479
0.313214	1	2	5	5.90454e-17	0.124479
0.314214	1	1	6	5.90454e-17	0.124479
0.314214	1	2	5	5.90454e-17	0.124479
0.315214	1	1	6	5.90454e-17	0.124479
0.315214	1	2	5	5.90454e-17	0.124479
0.316214	1	1	6	5.90454e-17	0.124479
0.316214	1	2	5	5.90454e-17	0.124479
0.317214	1	1	6	5.90454e-17	0.124479
0.317214	1	2	5	5.90454e-17	0.124479
0.318214	1	1	6	5.90454e-17	0.124479
0.318214	1	2	5	5.90454e-17	0.124479
0.319214	1	1	6	5.90454e-17	0.124479
0.319214	1	2	5	5.90454e-17	0.124479
0.320214	1	1	6	5.90454e-17	0.124479
0.320214	1	2	5	5.90454e-17	0.124479
0.321214	1	1	6	5.90454e-17	0.124479
0.321214	1	2	5	5.90454e-17	0.124479
0.322214	1	1	6	5.90454e-17	0.124479
0.322214	1	2	5	5.90454e-17	0.124479
0.323214	1	1	6	5.90454e-17	0.124479
0.323214	1	2	5	5.90454e-17	0.124479
0.324214	1	1	6	5.90454e-17	0.124479
0.324214	1	2	5	5.90454e-17	0.124479
0.325214	1	1	6	5.90454e-17	0.124479
0.325214	1	2	5	5.90454e-17	0.124479
0.326214	1	1	6	5.90454e-17	0.124479
0.326214	1	2	5	5.90454e-17	0.124479
0.327214	1	1	6	5.90454e-17	0.124479
0.327214	1	2	5	5.90454e-17	0.124479
0.328214	1	1	6	5.90454e-17	0.124479
0.328214	1	2	5	5.90454e-17	0.124479
0.329214	1	1	6	5.90454e-17	0.124479
0.329214	1	2	5	5.90454e-17	0.124479
0.330214	1	1	6	5.90454e-17	0.124479
0.330214	1	2	5	5.90454e-17	0.124479
0.331214	1	1	6	5.90454e-17	0.124479
0.331214	1	2	5	5.90454e-17	0.124479
0.332214	1	1	6	5.90454e-17	0.124479
0.332214	1	2	5	5.90454e-17	0.124479
0.333214	1	1	6	5.90454e-17	0.124479
0.333214	1	2	5	5.90454e-17	0.124479
0.334214	1	1	6	5.90454e-17	0.124479
0.334214	1	2	5	5.90454e-17	0.124479
0.335214	1	1	6	5.90454e-17	0.124479
0.335214	1	2	5	5.90454e-17	0.124479
