+770876304.0ns;192;905;1;128;false;3;4294967295;3;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-78.7047;false
+772324302.0ns;110;905;1;131;false;5;200;5;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-77.8892;false
+773484322.0ns;193;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-93.8892;false
+775288349.0ns;59;905;1;131;false;200;59;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-94.7047;true
+776448371.0ns;195;905;1;128;false;59;4294967295;59;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-78.7047;false
+778104358.0ns;113;905;1;131;false;82;200;82;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-70.3252;false
+779264367.0ns;196;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-86.3252;false
+780860381.0ns;25;905;1;131;false;200;38;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-91.2114;true
+782020396.0ns;198;905;1;128;false;38;4294967295;38;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.2114;false
+783772421.0ns;49;905;1;131;false;200;26;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-93.8139;true
+784932441.0ns;200;905;1;128;false;26;4294967295;26;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-77.8139;false
+786736453.0ns;35;905;1;131;false;200;137;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-91.6012;true
+787896469.0ns;202;905;1;128;false;137;4294967295;137;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.6012;false
+789292464.0ns;115;905;1;131;false;68;200;68;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-72.248;false
+790452475.0ns;203;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-88.248;false
+792412510.0ns;63;905;1;131;false;200;30;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-95.2311;true
